Product ID;Name;Kategoria;Cena netto;Cena brutto;Ilość;Kategoria nadrzędna
343;Włóczka DROPS Paris 13 - pomarańczowy;122;4.72;5.8;10;564
344;Włóczka DROPS Paris 65 - rdza;122;4.72;5.8;10;564
345;Włóczka DROPS Paris 74 - krem morelowy;122;4.72;5.8;10;564
346;Włóczka DROPS Paris 01 - morela;122;4.72;5.8;10;564
347;Włóczka DROPS Paris 27 - brzoskwinia;122;4.72;5.8;10;564
348;Włóczka DROPS Paris 12 - czerwony;122;4.72;5.8;10;564
349;Włóczka DROPS Polaris 01 - złamana biel;123;15.12;18.6;10;564
350;Włóczka DROPS Polaris 13 - pianka cukrowa;123;15.12;18.6;10;564
351;Włóczka DROPS Polaris 08  -  rubinowy;123;15.12;18.6;10;564
352;Włóczka DROPS Polaris mix 05  -  kora;123;17.68;21.75;10;564
353;Włóczka DROPS Polaris mix 06 - jasny beż;123;17.68;21.75;10;564
354;Włóczka DROPS Polaris 04 - średni szary;123;15.12;18.6;10;564
355;Włóczka DROPS Polaris 11 - jasny szary;123;15.12;18.6;10;564
356;Włóczka DROPS Polaris 03 - ciemny szary;123;15.12;18.6;10;564
357;Włóczka DROPS Polaris 02  - czarny;123;15.12;18.6;10;564
358;Włóczka DROPS Puna natural 01 - ecru;124;11.54;14.2;10;564
359;Włóczka DROPS Puna natural mix 03 - brąz;124;11.54;14.2;10;564
360;Włóczka DROPS Puna natural mix 04 - szaro-brązowy;124;11.54;14.2;10;564
361;Włóczka DROPS Puna natural mix 02 - beż;124;11.54;14.2;10;564
362;Włóczka DROPS Puna natural mix 17 - nugat;124;11.54;14.2;10;564
363;Włóczka DROPS Puna natural mix 07 - jasny szary;124;11.54;14.2;10;564
364;Włóczka DROPS Puna natural mix 06 - szary;124;11.54;14.2;10;564
365;Włóczka DROPS Puna natural mix 05 - ciemny szary;124;11.54;14.2;10;564
366;Włóczka DROPS Puna natural mix 08 - czarny;124;11.54;14.2;10;564
367;Włóczka DROPS Safran 72 - kreda;125;5.04;6.2;10;564
368;Włóczka DROPS Safran 17 - biały;125;5.04;6.2;10;564
369;Włóczka DROPS Safran 18 - ecru;125;5.04;6.2;10;564
370;Włóczka DROPS Safran 71 - marcepan;125;5.04;6.2;10;564
371;Włóczka DROPS Safran 10 - krem waniliowy;125;5.04;6.2;10;564
372;Włóczka DROPS Safran 11 - żółty słoneczny;125;5.04;6.2;10;564
373;Włóczka DROPS Safran 62 - cytryna;125;5.04;6.2;10;564
374;Włóczka DROPS Safran 66 - musztarda;125;5.04;6.2;10;564
375;Włóczka DROPS Safran 67 - dynia;125;5.04;6.2;10;564
376;Włóczka DROPS Safran 68 - kawa;125;5.04;6.2;10;564
377;Włóczka DROPS Safran 69 - blush;125;5.04;6.2;10;564
378;Włóczka DROPS Safran 70 - orchidea;125;5.04;6.2;10;564
379;Włóczka DROPS Safran 28 - pomarańczowy;125;5.04;6.2;10;564
380;Włóczka DROPS Safran 59 - czerwona glina;125;5.04;6.2;10;564
381;Włóczka DROPS Safran 20 - cherry;125;5.04;6.2;10;564
382;Włóczka DROPS Sky 01 - biały;126;17.56;21.6;10;564
383;Włóczka DROPS Sky 25 - biała mgła;126;17.56;21.6;10;564
384;Włóczka DROPS Sky mix 17 - curry;126;16.67;20.5;10;564
385;Włóczka DROPS Sky 19 - brzoskwinia;126;17.56;21.6;10;564
386;Włóczka DROPS Sky mix 09 - cranberry;126;17.56;21.6;10;564
387;Włóczka DROPS Sky mix 10 - sorbet wiśniowy;126;17.56;21.6;10;564
388;Włóczka DROPS Sky mix 14 - jednorożec;126;17.56;21.6;10;564
389;Włóczka DROPS Sky mix 28 - słodka orchidea;126;17.56;21.6;10;564
390;Włóczka DROPS Sky 18 - przydymiony róż;126;17.56;21.6;10;564
391;Włóczka DROPS Sky 27 - pudrowy róż;126;17.56;21.6;10;564
392;Włóczka DROPS Sky mix 13 - jasny dżins;126;17.56;21.6;10;564
393;Włóczka DROPS Sky mix 12 - dżins;126;17.56;21.6;10;564
394;Włóczka DROPS Sky 23 - granatowy;126;17.56;21.6;10;564
395;Włóczka DROPS Sky 26 - chabrowy;126;17.56;21.6;10;564
396;Włóczka DROPS Sky 29 - kobalt;126;17.56;21.6;10;564
397;Włóczka DROPS Snow 88 - kreda;127;7.11;8.75;10;564
398;Włóczka DROPS Snow 01 - ecru;127;7.11;8.75;10;564
399;Włóczka DROPS Snow 102 - marshmallow;127;7.11;8.75;10;564
400;Włóczka DROPS Snow 106 - lemoniada;127;7.11;8.75;10;564
401;Włóczka DROPS Snow 109 - mlecz;127;7.11;8.75;10;564
402;Włóczka DROPS Snow 24 - żółty;127;7.11;8.75;10;564
403;Włóczka DROPS Snow mix 85 - curry;127;8.13;10.0;10;564
404;Włóczka DROPS Snow  101 - mandarynka;127;7.11;8.75;10;564
405;Włóczka DROPS Snow  07 - pomarańczowy;127;7.11;8.75;10;564
406;Włóczka DROPS Snow mix 86 - miedź;127;8.13;10.0;10;564
407;Włóczka DROPS Snow 112 - słodka morela;127;7.11;8.75;10;564
408;Włóczka DROPS Snow 107 - różowa brzoskwinia;127;7.11;8.75;10;564
409;Włóczka DROPS Snow 110 - jasna brzoskwinia;127;7.11;8.75;10;564
410;Włóczka DROPS Snow 111 - koralowy;127;7.11;8.75;10;564
411;Włóczka DROPS Snow 08 - szkarłatna czerwień;127;7.11;8.75;10;564
412;Włóczka DROPS Soft Tweed 01 - ecru;128;14.15;17.4;10;564
413;Włóczka DROPS Soft Tweed 20 - sól i pieprz;128;14.15;17.4;10;564
414;Włóczka DROPS Soft Tweed mix 02 - marcepan;128;14.15;17.4;10;564
415;Włóczka DROPS Soft Tweed mix 14 - sorbet cherry;128;14.15;17.4;10;564
416;Włóczka DROPS Soft Tweed mix 10 - dżins;128;14.15;17.4;10;564
417;Włóczka DROPS Soft Tweed mix 16 - guacamole;128;14.15;17.4;10;564
418;Włóczka DROPS Soft Tweed mix 17 - tarta szpinakowa;128;14.15;17.4;10;564
419;Włóczka DROPS Soft Tweed mix 05 - grizzli;128;14.15;17.4;10;564
420;Włóczka DROPS Soft Tweed mix 04 - biszkopt;128;14.15;17.4;10;564
421;Włóczka DROPS Soft Tweed mix 03 - piaskowy;128;14.15;17.4;10;564
422;Włóczka DROPS Soft Tweed mix 06 - otoczaki;128;14.15;17.4;10;564
423;Włóczka DROPS Soft Tweed mix 07 - bruk;128;14.15;17.4;10;564
424;Włóczka DROPS Soft Tweed mix 09 - kruk;128;14.15;17.4;10;564
425;Włóczka DROPS Loves You #7  01 - biały;129;3.82;4.7;10;564
426;Włóczka DROPS Loves You #7  32 - perłowy;129;3.82;4.7;10;564
427;Włóczka DROPS Loves You #7 print  38 - cookies & cream/ ciasteczka z kremem;129;3.82;4.7;10;564
428;Włóczka DROPS Loves You #7  35 - pszeniczny;129;3.82;4.7;10;564
429;Włóczka DROPS Loves You #7  08 - wanilia;129;3.82;4.7;10;564
430;Włóczka DROPS Loves You #7  57 - lemoniada;129;3.82;4.7;10;564
431;Włóczka DROPS Loves You #7  09 - żółty;129;3.82;4.7;10;564
432;Włóczka DROPS Loves You #7  33 - złoty żółty;129;3.82;4.7;10;564
433;Włóczka DROPS Loves You #7  56 - pomarańczowy;129;3.82;4.7;10;564
434;Włóczka DROPS Loves You #7  34 - rdza;129;3.82;4.7;10;564
435;Włóczka DROPS Loves You #7  16 - czerwony;129;3.82;4.7;10;564
436;Włóczka DROPS Loves You #7  20 - karminowy;129;3.82;4.7;10;564
437;Włóczka DROPS Loves You #7  52 - intensywna czerwień;129;3.82;4.7;10;564
438;Włóczka DROPS Loves You #7  53 - lody pistacjowe;129;3.82;4.7;10;564
439;Włóczka DROPS Loves You #7  48 - wiśnia;129;3.82;4.7;10;564
440;Włóczka DROPS Loves You #9  101 - biały;129;3.09;3.8;10;564
441;Włóczka DROPS Loves You #9  107 - musztarda;129;3.09;3.8;10;564
442;Włóczka DROPS Loves You #9  108 - koralowy;129;3.09;3.8;10;564
443;Włóczka DROPS Loves You #9  109 - róż;129;3.09;3.8;10;564
444;Włóczka DROPS Loves You #9  110 - jasny róż;129;3.09;3.8;10;564
445;Włóczka DROPS Loves You #9  111 - ametyst;129;3.09;3.8;10;564
446;Włóczka DROPS Loves You #9  112 - fiolet;129;3.09;3.8;10;564
447;Włóczka DROPS Loves You #9  117 - stalowy błękit;129;3.09;3.8;10;564
448;Włóczka DROPS Loves You #9  116 - niebieski morski;129;3.09;3.8;10;564
449;Włóczka DROPS Loves You #9  115 - dżins;129;3.09;3.8;10;564
450;Włóczka DROPS Loves You #9 113 - granatowy;129;3.09;3.8;10;564
451;Włóczka DROPS Loves You #9  114 - burzowy niebieski;129;3.09;3.8;10;564
452;Włóczka DROPS Loves You #9  118 - mroźna zieleń;129;3.09;3.8;10;564
453;Włóczka DROPS Loves You #9  119 - zielony agat;129;3.09;3.8;10;564
454;Włóczka DROPS Loves You #9  106 - beż;129;3.09;3.8;10;564
455;Włóczka Fibra Natura Bamboo Jazz 201 - biały;130;22.15;27.25;10;578
456;Włóczka Fibra Natura Bamboo Jazz 202 - ecru;130;16.67;20.5;10;578
457;Włóczka Fibra Natura Bamboo Jazz 213 - żółty;130;20.06;24.67;10;578
458;Włóczka Fibra Natura Bamboo Jazz 235 - pomarańczowy;130;20.95;25.77;10;578
459;Włóczka Fibra Natura Bamboo Jazz 203 - koral;130;30.49;37.5;10;578
460;Włóczka Fibra Natura Bamboo Jazz 204 - czerwony świąteczny;130;10.15;12.48;10;578
461;Włóczka Fibra Natura Bamboo Jazz 214 - wyrazisty różowy;130;20.91;25.72;10;578
462;Włóczka Fibra Natura Bamboo Jazz 226 - przydymiony róż;130;24.5;30.13;10;578
463;Włóczka Fibra Natura Bamboo Jazz 230 - ametyst;130;39.02;47.99;10;578
464;Włóczka Fibra Natura Bamboo Jazz 222 - wrzos;130;24.93;30.66;10;578
465;Włóczka Fibra Natura Bamboo Jazz 234 - cegła;130;8.67;10.67;10;578
466;Włóczka Fibra Natura Bamboo Jazz 231 - winogrona;130;8.33;10.24;10;578
467;Włóczka Fibra Natura Bamboo Jazz 205 - średni fiolet;130;30.27;37.23;10;578
468;Włóczka Fibra Natura Bamboo Jazz 218 - akwamaryna;130;9.67;11.89;10;578
469;Włóczka Fibra Natura Bamboo Jazz 207 - niebieski;130;17.08;21.01;10;578
470;Włóczka Fibra Natura Cotton Royal Color Waves 01 - truskawkowe marzenie;110;13.13;16.15;10;564
471;Włóczka Fibra Natura Cotton Royal Color Waves 02 - awokado w pomidorach;110;24.85;30.56;10;564
472;Włóczka Fibra Natura Cotton Royal Color Waves 04 - mrożone owoce leśne;110;31.49;38.73;10;564
473;Włóczka Fibra Natura Cotton Royal Color Waves 05 - antarktyda;110;22.83;28.08;10;564
474;Włóczka Fibra Natura Cotton Royal Color Waves 08 - leśne jagody;110;13.77;16.94;10;564
475;Włóczka Fibra Natura Cotton Royal Color Waves 09 - kwiatowy koktajl;110;12.28;15.1;10;564
476;Włóczka Fibra Natura Cotton Royal Color Waves 10 - morskie oko;110;33.37;41.05;10;564
477;Włóczka Fibra Natura Cotton Royal Color Waves 11 - niebieskie obłoki;110;10.86;13.36;10;564
478;Włóczka Fibra Natura Cotton Royal Color Waves 13 - poranek;110;12.56;15.45;10;564
479;Włóczka Fibra Natura Cotton Royal Color Waves 14 - błekitna laguna;110;31.55;38.81;10;564
480;Włóczka Fibra Natura Cotton Royal Color Waves 15 - jesienne liście;110;29.74;36.58;10;564
481;Włóczka Fibra Natura Cotton Royal Color Waves 16 - głębia oceanu;110;34.04;41.87;10;564
482;Włóczka Fibra Natura Papyrus 01 - biały;130;38.61;47.49;10;578
483;Włóczka Fibra Natura Papyrus 02 - ecru;130;33.67;41.42;10;578
484;Włóczka Fibra Natura Papyrus 03 - jasny żółty;130;18.17;22.35;10;578
485;Włóczka Fibra Natura Papyrus 31 - pomarańczowy;130;14.85;18.27;10;578
486;Włóczka Fibra Natura Papyrus 27 - rdza;130;31.44;38.67;10;578
487;Włóczka Fibra Natura Papyrus 07 - ciemny różowy;130;38.37;47.19;10;578
488;Włóczka Fibra Natura Papyrus 09 - różowo-fioletowy;130;24.63;30.29;10;578
489;Włóczka Fibra Natura Papyrus 05 - jasny róż;130;29.2;35.92;10;578
490;Włóczka Fibra Natura Papyrus 06 - średni stary róż;130;23.17;28.5;10;578
491;Włóczka Fibra Natura Papyrus 08 - stary róż;130;21.67;26.66;10;578
492;Włóczka Fibra Natura Papyrus 10 - bez;130;13.53;16.64;10;578
493;Włóczka Fibra Natura Papyrus 11 - ametyst;130;25.98;31.95;10;578
494;Włóczka Fibra Natura Papyrus 13 - błękitny;130;8.77;10.79;10;578
495;Włóczka Fibra Natura Papyrus 14 - jasny dżins;130;21.02;25.85;10;578
496;Włóczka Fibra Natura Papyrus 16 - dżins;130;15.11;18.59;10;578
497;Włóczka Fibra Natura Le Chic 201;130;25.94;31.91;10;578
498;Włóczka Fibra Natura Le Chic 202;130;13.27;16.32;10;578
499;Włóczka Fibra Natura Le Chic 203;130;36.92;45.41;10;578
500;Włóczka Fibra Natura Le Chic 204;130;9.81;12.07;10;578
501;Włóczka Fibra Natura Le Chic 205;130;21.85;26.88;10;578
502;Włóczka Fibra Natura Le Chic 206;130;27.6;33.95;10;578
503;Włóczka Fibra Natura Le Chic 207;130;37.63;46.29;10;578
504;Włóczka Fibra Natura Le Chic 209;130;12.6;15.5;10;578
505;Włóczka GABO WOOL Baby Alpaca 100 - natura;103;30.14;37.07;10;564
506;Włóczka GABO WOOL Baby Alpaca TWEED T100 - natura;103;29.69;36.52;10;564
507;Włóczka GABO WOOL Baby Alpaca TWEED T403 - chałwa;103;35.28;43.39;10;564
508;Włóczka GABO WOOL Baby Alpaca 1427 - pudrowo-turkusowy;103;13.11;16.12;10;564
509;Włóczka GABO WOOL Baby Alpaca 1922 - maślany;103;8.75;10.76;10;564
510;Włóczka GABO WOOL Baby Alpaca 1164 - łososiowy;103;12.84;15.79;10;564
511;Włóczka GABO WOOL Baby Alpaca 2055 - czerwień;103;37.89;46.6;10;564
512;Włóczka GABO WOOL Baby Alpaca 1301 - szkarłatna czerwień;103;35.0;43.05;10;564
513;Włóczka GABO WOOL Baby Alpaca 1216 - burgundowa czerwień;103;10.46;12.87;10;564
514;Włóczka GABO WOOL Baby Alpaca 1007 - candy róż;103;32.38;39.83;10;564
515;Włóczka GABO WOOL Baby Alpaca 1537 - lila;103;9.09;11.18;10;564
516;Włóczka GABO WOOL Baby Alpaca 8117 - akwamaryna;103;8.58;10.55;10;564
517;Włóczka GABO WOOL Baby Alpaca 1979 - morska zieleń;103;11.77;14.48;10;564
518;Włóczka GABO WOOL Baby Alpaca 1304 - szaro-niebieski;103;17.18;21.13;10;564
519;Włóczka GABO WOOL Baby Alpaca 1565 - morski;103;28.77;35.39;10;564
520;Włóczka GABO WOOL Baby Silk Yak 9301 -  szkarłatna czerwień;105;16.51;20.31;10;564
521;Włóczka GABO WOOL Baby Silk Yak 9230 - magenta;105;8.5;10.45;10;564
522;Włóczka GABO WOOL Baby Silk Yak 9716 - brudny róż;105;35.48;43.64;10;564
523;Włóczka GABO WOOL Baby Silk Yak 9741 - jasna lawenda;105;17.75;21.83;10;564
524;Włóczka GABO WOOL Baby Silk Yak 9452 - mglisty błękit;105;15.6;19.19;10;564
525;Włóczka GABO WOOL Baby Silk Yak 9917 - szaro-niebieski;105;12.08;14.86;10;564
526;Włóczka GABO WOOL Baby Silk Yak 9172 - leśna zieleń;105;21.98;27.03;10;564
527;Włóczka GABO WOOL Baby Silk Yak 9308 - ziemisty brąz;105;13.83;17.01;10;564
528;Włóczka GABO WOOL Baby Silk Yak 9402 - szaro-beżowy;105;9.63;11.85;10;564
529;Włóczka GABO WOOL Baby Silk Yak 9562 - szaro-szałwiowy;105;12.93;15.91;10;564
530;Włóczka GABO WOOL Baby Silk Yak 9636 - jasny szary;105;20.76;25.54;10;564
531;Włóczka GABO WOOL Baby Silk Yak 9500 -  czerń;105;18.14;22.31;10;564
532;GABO WOOL Colorful Baby Brushed 7383 - czerwień;105;13.38;16.46;10;564
533;GABO WOOL Colorful Baby Brushed 7007- candy róż;105;40.2;49.44;10;564
534;GABO WOOL Colorful Baby Brushed 7500 - fuksja;105;21.84;26.86;10;564
535;GABO WOOL Colorful Baby Brushed 7194 - jasny róż;105;21.37;26.28;10;564
536;GABO WOOL Colorful Baby Brushed 7813 - niebiesko-fioletowy;105;27.66;34.02;10;564
537;GABO WOOL Colorful Baby Brushed 7304 - szaro-niebieski;105;13.24;16.29;10;564
538;GABO WOOL Colorful Baby Brushed 7600 - kobalt;105;22.84;28.09;10;564
539;GABO WOOL Colorful Baby Brushed 7298 - jasna mięta;105;15.85;19.49;10;564
540;GABO WOOL Colorful Baby Brushed 7457 - jasny błękit;105;17.71;21.78;10;564
541;GABO WOOL Colorful Baby Brushed 7178 - limonka;105;25.52;31.39;10;564
542;GABO WOOL Colorful Baby Brushed 7951 - zieleń;105;29.98;36.87;10;564
543;GABO WOOL Colorful Baby Brushed 7172 - leśna zieleń;105;17.1;21.03;10;564
544;GABO WOOL Colorful Baby Brushed 500 - czerń;105;12.98;15.97;10;564
545;Włóczka GABO WOOL Eco Baby Brushed 1296 - naturalna biel;105;8.98;11.05;10;564
546;Włóczka GABO WOOL Eco Baby Brushed 1301 - brąz;105;26.99;33.2;10;564
547;Włóczka GABO WOOL Eco Baby Brushed 2175 - płowy;105;18.85;23.19;10;564
548;Włóczka GABO WOOL Eco Baby Brushed 1297 - beż;105;17.44;21.45;10;564
549;Włóczka GABO WOOL Eco Baby Brushed 1305 - jasny szary;105;14.03;17.26;10;564
550;Włóczka GABO WOOL Eco Baby Brushed 2341 - szary;105;17.28;21.26;10;564
551;Włóczka GABO WOOL Fine Highland Wool 100 - naturalny;130;35.9;44.16;10;578
552;Włóczka GABO WOOL Fine Highland Wool TWEED T100 - naturalny;130;30.37;37.36;10;578
553;Włóczka GABO WOOL Fine Highland Wool 2014 - maślany;0;15.22;18.72;10;0
554;Włóczka GABO WOOL Fine Highland Wool 2224 - cytryna;0;39.02;48.0;10;0
555;Włóczka GABO WOOL Fine Highland Wool 1180 - kurkuma;0;17.92;22.04;10;0
556;Włóczka GABO WOOL Fine Highland Wool 8384 - łososiowy;0;38.83;47.76;10;0
557;Włóczka GABO WOOL Fine Highland Wool 2383 - czerwień;0;25.33;31.16;10;0
558;Włóczka GABO WOOL Fine Highland Wool 2015 - wino;0;23.28;28.64;10;0
559;Włóczka GABO WOOL Fine Highland Wool 2160 - terakota;0;34.01;41.83;10;0
560;Włóczka GABO WOOL Fine Highland Wool 2230 - magenta;0;33.6;41.33;10;0
561;Włóczka GABO WOOL Fine Highland Wool 2244 - róż;0;27.37;33.67;10;0
562;Włóczka GABO WOOL Fine Highland Wool 2741 - jasna lila;0;27.13;33.37;10;0
563;Włóczka GABO WOOL Fine Highland Wool 2818 - lawenda;0;13.09;16.1;10;0
564;Włóczka GABO WOOL Fine Highland Wool 8726 - akwamaryna;0;13.52;16.63;10;0
565;Włóczka GABO WOOL Fine Highland Wool 2396 - petrol;0;32.76;40.29;10;0
566;Włóczka GABO WOOL Fine Merino Wool 100 - naturalny;118;18.59;22.87;10;564
567;Włóczka GABO WOOL Fine Merino Wool 3928 - pomarańczowy;118;24.87;30.59;10;564
568;Włóczka GABO WOOL Fine Merino Wool 6569 - czerwień;118;37.21;45.77;10;564
569;Włóczka GABO WOOL Fine Merino Wool 8545 - pudrowy;118;31.68;38.97;10;564
570;Włóczka GABO WOOL Fine Merino Wool 3382 - jasna lila;118;8.75;10.76;10;564
571;Włóczka GABO WOOL Fine Merino Wool 3387 - brudny róż;118;37.26;45.83;10;564
572;Włóczka GABO WOOL Fine Merino Wool 3235 - śliwka;118;27.25;33.52;10;564
573;Włóczka GABO WOOL Fine Merino Wool 3818 - lawenda;118;10.73;13.2;10;564
574;Włóczka GABO WOOL Fine Merino Wool 3304 - szaro-niebieski;118;31.79;39.1;10;564
575;Włóczka GABO WOOL Fine Merino Wool 8726 - akwamaryna;118;38.73;47.64;10;564
576;Włóczka GABO WOOL Fine Merino Wool 8562 - szałwia;118;30.05;36.96;10;564
577;Włóczka GABO WOOL Fine Merino Wool 1172 - leśna zieleń;118;10.51;12.93;10;564
578;Włóczka GABO WOOL Fine Merino Wool 3908 - patyna;118;17.07;21.0;10;564
579;Włóczka GABO WOOL Fine Merino Wool 3249 - czekolada;118;13.72;16.87;10;564
580;Włóczka GABO WOOL Fine Merino Wool 3160 - tabaka;118;11.59;14.26;10;564
581;Włóczka GABO WOOL Fine Peruvian Wool 8873 - naturalna biel;130;33.52;41.23;10;578
582;Włóczka GABO WOOL Fine Peruvian Wool 8701 - szkarłatna czerwień;0;23.11;28.42;10;0
583;Włóczka GABO WOOL Fine Peruvian Wool 8717 - sorbet malinowy;0;29.72;36.55;10;0
584;Włóczka GABO WOOL Fine Peruvian Wool 8716 - róż;0;17.43;21.44;10;0
585;Włóczka GABO WOOL Fine Peruvian Wool 8597 - jasna lilia;0;13.07;16.07;10;0
586;Włóczka GABO WOOL Fine Peruvian Wool 8060 - błękitny;0;34.18;42.04;10;0
587;Włóczka GABO WOOL Fine Peruvian Wool 8562 - szałwia;0;30.59;37.63;10;0
588;Włóczka GABO WOOL Fine Peruvian Wool 8268 - ciemna szałwia;0;32.2;39.6;10;0
589;Włóczka GABO WOOL Fine Peruvian Wool 8176 - leśna zieleń;0;33.28;40.93;10;0
590;Włóczka GABO WOOL Fine Peruvian Wool 8308 - ziemisty brąz;0;18.16;22.34;10;0
591;Włóczka GABO WOOL Fine Peruvian Wool 8152 - orzech;0;18.27;22.47;10;0
592;Włóczka GABO WOOL Fine Peruvian Wool 8241 - szaro-beżowy;0;13.92;17.12;10;0
593;Włóczka GABO WOOL Fine Peruvian Wool 8307 - popiel;0;23.26;28.61;10;0
594;Włóczka GABO WOOL Fine Peruvian Wool 500 - czerń;0;17.63;21.68;10;0
595;Włóczka GABO WOOL Fog 100 - naturalna biel;130;18.82;23.15;10;578
596;Włóczka GABO WOOL Fog 6930 - kremowa biel;0;38.46;47.31;10;0
597;Włóczka GABO WOOL Fog 6602 - szary;0;11.24;13.83;10;0
598;Włóczka GABO WOOL Fog 6130 - magenta;0;38.15;46.93;10;0
599;Włóczka GABO WOOL Fog 6159 -brudny róż;0;26.49;32.58;10;0
600;Włóczka GABO WOOL Fog 6244 - róż;0;39.28;48.32;10;0
601;Włóczka GABO WOOL Fog 6172 - leśna zieleń;0;18.27;22.47;10;0
602;Włóczka GABO WOOL Fog 6105 - waniliowy;0;40.01;49.21;10;0
603;Włóczka GABO WOOL Fog 6301 - szkarłatna czerwień;0;34.24;42.12;10;0
604;Włóczka GABO WOOL Fog 6629 - liliowy;0;34.63;42.6;10;0
605;Włóczka GABO WOOL Fog 6176 - chabrowy niebieski;0;9.74;11.98;10;0
606;Włóczka GABO WOOL Fog 6230 - turkus;0;15.4;18.94;10;0
607;Włóczka GABO WOOL Fog 6443 - lodowy błękit;0;35.96;44.23;10;0
608;Włóczka GABO WOOL Fog 6350 - zielony mech;0;15.3;18.82;10;0
609;Włóczka GABO WOOL Fog 6918 - pastelowa szałwia;0;12.47;15.34;10;0
610;Włóczka Fibra Natura Papyrus 01 - biały;130;29.5;36.29;10;578
611;Włóczka Fibra Natura Papyrus 02 - ecru;130;23.85;29.33;10;578
612;Włóczka Fibra Natura Papyrus 03 - jasny żółty;130;36.74;45.19;10;578
613;Włóczka Fibra Natura Papyrus 31 - pomarańczowy;130;17.23;21.19;10;578
614;Włóczka Fibra Natura Papyrus 27 - rdza;130;40.07;49.28;10;578
615;Włóczka Fibra Natura Papyrus 07 - ciemny różowy;130;13.83;17.01;10;578
616;Włóczka Fibra Natura Papyrus 09 - różowo-fioletowy;130;30.76;37.83;10;578
617;Włóczka Fibra Natura Papyrus 05 - jasny róż;130;11.52;14.17;10;578
618;Włóczka Fibra Natura Papyrus 06 - średni stary róż;130;10.54;12.97;10;578
619;Włóczka Fibra Natura Papyrus 08 - stary róż;130;31.7;38.99;10;578
620;Włóczka Fibra Natura Papyrus 10 - bez;130;34.05;41.88;10;578
621;Włóczka Fibra Natura Papyrus 11 - ametyst;130;12.84;15.79;10;578
622;Włóczka Fibra Natura Papyrus 13 - błękitny;130;37.25;45.82;10;578
623;Włóczka Fibra Natura Papyrus 14 - jasny dżins;130;16.14;19.85;10;578
624;Włóczka Fibra Natura Papyrus 16 - dżins;130;17.36;21.35;10;578
625;Włóczka GAZZAL Baby Alpaca Pure colors 6455 - jasny brąz;103;21.5;26.45;10;564
626;Włóczka GAZZAL Baby Alpaca Pure colors 6455 - jasny brąz (50 g);103;23.28;28.64;10;564
627;Włóczka GAZZAL Baby Alpaca Pure colors 6457 - gorzka czekolada;103;38.45;47.29;10;564
628;Włóczka GAZZAL Baby Alpaca Pure colors 6453 - jasny beż;103;39.85;49.01;10;564
629;Włóczka GAZZAL Baby Alpaca Pure colors 6454 - beżowo-szary;103;8.27;10.17;10;564
630;Włóczka GAZZAL Baby Alpaca Pure colors 6450 - ecru (50 g);103;15.55;19.13;10;564
631;Włóczka GAZZAL Baby Alpaca Pure colors 6451 - perłowy szary (50 g);103;10.34;12.72;10;564
632;Włóczka GAZZAL Baby Alpaca Pure colors 6452 - jasny szary;103;32.97;40.55;10;564
633;Włóczka GAZZAL Baby Alpaca Pure colors 6456 - grafitowo-brązowy;103;33.19;40.82;10;564
634;Włóczka Gazzal Happy Feet 3244 - pomarańcze w słońcu;132;22.97;28.25;10;566
635;Włóczka Gazzal Happy Feet 3248 - letnie popołudnie;132;39.02;48.0;10;566
636;Włóczka Gazzal Happy Feet 3251 - malachit;132;32.86;40.42;10;566
637;Włóczka Gazzal Happy Feet 3252 - kolory ziemi;132;18.79;23.11;10;566
638;Włóczka Gazzal Happy Feet 3254 - sorbet cytrynowy;132;22.2;27.31;10;566
639;Włóczka Gazzal Happy Feet 3255 - fiordy;132;27.37;33.67;10;566
640;Włóczka Gazzal Happy Feet 3256 - niebieska mozaika;132;21.91;26.95;10;566
641;Włóczka Gazzal Happy Feet 3257 - złocisty miód;132;23.39;28.77;10;566
642;Włóczka Gazzal Happy Feet 3258 - zielony wojskowy;132;33.29;40.95;10;566
643;Włóczka Gazzal Happy Feet 3259 - niebieski skrzat;132;14.76;18.15;10;566
644;Włóczka Gazzal Happy Feet 3260 - wytrawny;132;23.89;29.38;10;566
645;Włóczka Gazzal Happy Feet 3261 - śliwkowa mikstura;132;28.79;35.41;10;566
646;Włóczka Gazzal Happy Feet 3262 - kolory gleby;132;33.37;41.04;10;566
647;Włóczka Gazzal Happy Feet 3263 - śliwkowa salsa;132;24.22;29.79;10;566
648;Włóczka Gazzal Happy Feet 3264 - toffi;132;29.23;35.95;10;566
649;Włóczka Gazzal Unicorn 1354 - ecru;133;34.89;42.91;10;566
650;Włóczka Gazzal Unicorn 1362 - atrament;133;24.11;29.66;10;566
651;Włóczka Gazzal Unicorn 1356 - orzechowy;133;32.5;39.98;10;566
652;Włóczka Gazzal Unicorn 1341 - księżycowa mgła;133;11.63;14.31;10;566
653;Włóczka Gazzal Unicorn 1342 - naga skała;133;31.11;38.26;10;566
654;Włóczka Gazzal Unicorn 1343 - czerwona śliwka;133;17.15;21.09;10;566
655;Włóczka Gazzal Unicorn 1344 - żółty;133;27.36;33.65;10;566
656;Włóczka Gazzal Unicorn 1345 - tango czerwieni;133;26.72;32.87;10;566
657;Włóczka Gazzal Unicorn 1346 - lazurowe wybrzeże;133;17.82;21.92;10;566
658;Włóczka Gazzal Unicorn 1347 - różowy piasek;133;22.59;27.79;10;566
659;Włóczka Gazzal Unicorn 1348 - odcienie szarości;133;27.75;34.13;10;566
